bus-stop     公共汽车站
mistake      误会，误解
mix          拌和，混淆
modern       现代的，时髦的
money        货币，财富
monster      怪物，巨兽
monument     纪念像，纪念碑
motorist     开汽车的人
mountains    山区，山脉
mournful     令人沮丧的
movement     运动，移动
moving       感人的，动的
mummy        木乃伊；妈咪
murder       谋杀，屠杀
museum       博物馆，展览馆
music        音乐，乐曲
musical      音乐的
mystery      秘密；难以理解的事
myth         神话，神话故事
nearby       在附近；附近的
nearest      最近的

neat         整洁的，简洁的
necessary    必要的，必须的
nerve        勇气，精力
nervous      紧张不安的
no less      仍然，还是
no parking   禁止停车
noble        崇高的，高尚的
nod          点头，低头
none         没有人
normal       正常的
normally     通常地，正常地
notice       注意到，提到
oarfish      皇带鱼
obey         服从；听话
object       反对…；物体

observatory 天文台

observe      观测；遵守
obvious      明显的
obviously    明显地，显著地
occasion     场合，时机
